,12am,01am,02am,03am,04am,05am,06am,07am,08am,09am,10am,11am,12pm,01pm,02pm,03pm,04pm,05pm,06pm,07pm,08pm,09pm,10pm,11pm
2024-06-02,67720.82,67831.5,67698.85,67672.95,67736.29,67788.19,67688.0,67777.68,67681.68,67704.1,67485.03,67491.48,68218.09,67896.05,68124.74,68209.16,68099.76,68058.3,67841.24,67660.72,67691.65,67791.12,67779.4,67892.42
2024-06-03,67735.8,67802.19,68474.54,68390.97,68354.4,68485.87,68663.95,69050.23,68873.53,69152.8,68997.32,68903.73,69081.3,69750.46,69897.43,68787.35,69598.57,69041.14,69259.55,69268.02,69184.83,69093.43,69068.41,69037.8
2024-06-04,68796.83,68992.88,69191.68,69119.07,69146.48,69037.39,68927.83,68891.98,68995.93,68822.36,68690.89,68875.27,68938.12,68922.73,69633.94,69663.34,70463.87,70852.74,70580.27,70732.59,70456.54,70426.83,70627.97,70584.04
2024-06-05,70548.9,70802.7,70986.8,70853.86,70957.69,71183.29,71001.46,71106.01,71191.9,70925.97,70898.89,70784.72,70964.91,70960.91,70638.19,70889.67,71605.84,71318.96,71645.89,71098.62,71294.06,71211.85,71157.72,71154.03
2024-06-06,71110.81,71027.88,71144.12,71173.35,71069.43,71070.59,70898.44,70903.96,71028.46,70914.75,70982.0,70995.69,71154.45,71165.46,71095.23,71443.34,71284.78,70946.12,71078.98,71037.79,70458.57,70692.04,70719.63,70858.68
2024-06-07,70767.26,70856.01,70831.93,70806.41,70975.39,71204.63,71305.87,71247.25,71070.09,71073.69,71264.23,71321.1,71680.76,71186.2,71493.72,71371.07,71061.01,70810.2,69693.57,69010.5,69202.39,69269.6,69191.48,69457.7
2024-06-08,69321.96,69356.4,69431.57,69393.53,69396.75,69281.97,69269.29,69311.8,69538.78,69411.14,69422.64,69449.13,69342.32,69324.23,69399.43,69437.92,69407.13,69373.6,69443.39,69453.44,69454.16,69361.26,69390.57,69325.23
2024-06-09,69300.51,69272.28,69279.42,69172.67,69253.3,69305.35,69299.14,69374.85,69288.51,69334.02,69349.76,69338.99,69361.11,69700.82,69458.05,69488.68,69515.7,69618.34,69639.93,69726.49,69715.61,69690.43,69766.6,69629.27
2024-06-10,69643.1,69550.8,69614.8,69704.84,69601.18,69647.03,69547.55,69420.03,69273.82,69367.33,69423.23,69413.06,69449.52,69344.54,69387.5,69643.76,70039.03,69967.96,70024.31,69803.16,69484.27,69599.09,69563.71,69468.72
2024-06-11,69505.83,69382.81,68691.14,68196.75,68412.78,68003.86,67867.25,67622.52,67534.54,67484.09,67041.88,66894.11,66832.71,66971.35,66761.82,66823.82,66208.25,66454.13,66744.89,67112.16,67398.69,67277.07,67397.33,67358.47
2024-06-12,67315.21,67192.15,67171.25,67401.08,67410.03,67455.75,67235.48,67266.94,67438.92,67396.72,67741.17,67983.83,67773.19,69329.6,69336.58,69964.52,69745.57,69618.76,69492.1,68814.02,67524.82,68086.94,68517.55,68325.38
2024-06-13,68243.52,68307.34,67978.21,67732.49,67449.36,67323.79,67589.86,67519.75,67716.3,67569.3,67414.73,67818.6,67737.41,67740.61,67591.04,67359.71,66430.07,66949.62,66890.97,66824.96,66583.31,66672.78,66938.65,66848.74
2024-06-14,66750.07,66692.49,66784.31,66918.52,66714.5,66688.0,67036.09,66929.27,66873.26,67106.34,66880.87,66821.92,67000.48,67038.57,67058.62,66941.37,66348.52,65232.54,65315.96,65473.75,65497.52,65745.54,66170.27,65972.87
2024-06-15,66002.27,66169.48,66042.62,66180.75,66226.89,66214.52,66198.3,66127.67,66038.63,66180.13,66184.58,66252.73,66273.98,66296.38,66263.38,66184.7,66279.89,66165.65,66216.87,66118.98,66125.25,66013.69,66086.22,66169.77
2024-06-16,66191.8,66136.16,66140.21,66100.99,66103.54,66131.87,66213.3,66269.63,66228.52,66233.63,66360.76,66665.94,66452.75,66543.75,66717.29,66489.17,66668.9,66554.89,66545.85,66550.98,66505.02,66468.26,66472.13,66725.96
2024-06-17,66634.42,66540.1,66425.78,66310.32,66190.43,66383.2,66321.94,66092.72,66148.75,66154.51,65676.16,65819.1,65765.75,65551.34,65149.73,65420.21,65324.99,65859.55,66557.82,67061.66,66651.65,66385.61,66581.89,66639.08
2024-06-18,66485.74,65750.74,65104.99,65471.49,65493.13,65576.76,65601.46,65505.63,65674.14,65744.21,65487.21,65437.74,65368.2,65226.93,64829.86,64629.47,64684.78,64677.02,64599.9,64670.75,64386.51,64906.94,65202.03,65261.03
2024-06-19,65162.15,65136.94,65017.07,65322.01,65400.59,65442.02,65425.96,65590.23,65318.31,65177.24,65273.16,65489.1,65195.87,65172.38,65068.76,64933.36,64898.79,64918.73,65067.91,64958.81,64874.16,64865.06,64999.63,64826.56
2024-06-20,64961.18,65078.26,65149.82,65186.74,65179.73,65288.22,65500.35,65446.12,65844.07,65678.21,65709.44,66202.42,66168.88,65975.64,65140.17,64931.03,64802.77,64868.11,64956.94,65082.07,65016.68,65074.43,65014.32,64979.75
2024-06-21,64854.16,64810.24,64939.58,64761.14,64481.9,64647.57,64637.79,64617.37,64195.61,63600.54,64064.78,63874.54,63731.85,63789.63,63582.83,64179.13,63691.13,63613.02,63625.99,64129.45,64205.89,64174.3,64066.58,64145.49
2024-06-22,64123.43,64027.87,64136.5,64280.41,64297.96,64326.6,64391.61,64399.95,64481.49,64270.7,64304.23,64289.56,64243.82,64273.95,64266.94,64270.4,64289.16,64299.83,64253.86,64268.17,64283.69,64270.94,64302.15,64297.99
2024-06-23,64249.02,64461.52,64459.1,64489.97,64413.22,64368.14,64365.04,64365.12,64391.05,64370.37,64389.1,64284.57,64309.53,64350.71,64275.37,64159.19,64068.86,63904.84,64080.86,64073.72,64117.52,63717.97,63802.57,63631.62
2024-06-24,63183.6,63044.74,63288.12,62846.8,62833.67,62807.57,62282.92,62364.14,62434.78,62692.09,61359.47,61149.94,61270.3,61186.69,61558.54,61293.88,60816.56,60131.01,60208.9,60374.43,59314.49,59475.83,60057.63,60021.23
2024-06-25,60276.99,60398.59,60470.72,60659.6,61296.97,61354.52,61009.63,61129.62,60662.86,60844.54,61440.68,61294.62,61155.17,61019.58,61179.24,61769.47,61813.94,61381.73,61383.07,62156.06,61982.09,61922.54,61917.78,61911.65
2024-06-26,61802.5,61770.88,62081.85,62022.7,61926.24,61719.01,61560.04,61582.81,61716.71,61474.68,61363.45,61263.95,61430.37,61421.34,61758.38,61727.11,61458.67,61243.63,61219.93,60875.27,60962.59,60967.84,61015.56,60893.02
2024-06-27,60830.23,60951.05,61032.21,61000.49,61010.75,61077.48,60773.72,60696.67,60735.18,60792.11,61232.8,61064.13,61132.66,61280.34,61951.88,61680.29,61517.84,61664.62,61784.96,61809.74,61375.52,61409.91,61457.79,61567.91
2024-06-28,61609.66,61490.11,62042.79,61679.84,61769.85,61669.24,61528.22,61549.81,61267.87,61399.08,61474.22,61461.14,61604.42,61307.25,61231.56,60832.24,60956.84,60813.77,60715.54,60729.05,59982.9,60121.09,60236.91,60247.22
2024-06-29,60313.6,60640.81,60794.03,60657.04,60653.43,60684.76,60664.06,60755.55,60949.01,60886.96,60872.99,60898.04,61004.0,60948.3,61003.83,60911.76,61001.27,60902.96,60940.13,60943.91,60949.53,60945.55,60944.05,60859.39
2024-06-30,60881.63,60924.16,60861.54,60730.4,60799.33,60676.37,60685.2,60921.37,61415.27,61406.73,61402.93,61411.1,61442.44,61387.56,61601.88,61484.77,61612.17,61514.6,61615.83,61946.93,61929.46,61902.11,61836.44,62811.55
2024-07-01,62675.63,62859.16,63557.61,63360.81,63369.25,63212.0,63358.35,63343.13,63213.89,62852.81,62861.47,62769.76,62583.14,62803.81,62598.05,62744.39,63036.66,63042.02,63602.99,63585.22,63167.86,63231.75,63063.18,62908.53
2024-07-02,62838.41,62862.66,62861.02,62932.67,63077.76,62967.47,62967.08,62785.71,62536.25,62583.77,62554.62,62618.9,62730.32,62783.65,62521.38,61960.64,61867.85,61848.05,62063.34,62238.87,61844.76,61913.55,61869.46,61998.2
2024-07-03,62039.74,62008.35,61535.54,61270.97,60893.22,60790.43,61022.42,60929.4,60773.25,60408.53,60519.51,60285.19,60295.79,59938.58,60590.0,60206.11,60100.61,60414.81,60304.69,60173.48,59609.32,59548.92,60181.47,60272.42
2024-07-04,60151.43,60360.36,58529.84,58928.77,59065.88,58930.83,58851.57,58759.87,58170.5,57630.43,57695.57,57888.17,57719.84,57215.3,57368.99,57401.08,58094.58,58252.6,58206.93,58122.39,58259.89,58320.99,58462.63,58016.72
2024-07-05,57036.35,57343.53,57159.1,55760.12,55207.57,53919.6,54784.77,54278.43,54381.18,54069.6,54510.93,54987.76,55472.28,55061.89,55832.3,55756.48,56667.28,56448.51,56484.2,56542.12,56472.3,56357.19,56521.79,56632.2
2024-07-06,56635.12,56609.56,56229.2,56437.14,56407.96,56068.54,56367.11,56423.57,56607.35,56560.96,56756.38,56787.63,56743.22,56757.51,57001.41,57068.1,57329.97,57865.06,57969.07,57798.64,57864.12,58006.71,57893.6,58118.05
2024-07-07,58238.11,57937.55,58121.5,58359.21,57965.49,57595.93,57652.77,57647.27,57369.29,57644.07,57720.99,57480.44,57438.21,57336.57,56861.11,56752.5,56817.89,57108.85,57222.84,57157.07,57143.99,57267.86,56580.66,56393.01
2024-07-08,55835.48,55088.38,54937.08,55384.78,55151.58,55479.53,55475.58,55637.35,55858.03,57787.41,57511.77,56813.78,57131.59,57134.21,57196.94,56173.78,55749.8,55796.9,56272.59,56265.88,56482.38,56263.41,56642.34,56676.18
2024-07-09,56704.35,56537.07,56553.93,57253.84,57157.28,57287.29,57292.4,57488.7,57107.21,57605.99,57591.34,57424.86,57424.58,57346.08,57323.71,57119.87,57475.44,57691.71,57528.64,57907.45,57856.63,57940.71,57813.71,57935.99
2024-07-10,58029.79,57490.07,57799.72,57889.36,58188.33,59346.84,58987.52,59273.63,58980.69,58755.7,58494.06,58644.71,58480.86,58153.12,57749.61,57706.44,57702.89,57696.27,57626.89,57621.59,57384.79,57401.0,57437.58,57695.57
2024-07-11,57723.24,57617.57,58275.59,57861.03,57557.59,57764.31,57998.27,57992.01,58184.54,58152.7,58279.54,58448.59,58775.22,58740.97,58577.05,57805.2,57402.12,57648.59,57808.24,57839.75,57375.65,57554.57,57462.88,57344.0
2024-07-12,57341.18,57177.53,56945.84,57332.63,56920.63,57024.37,57027.89,57220.35,57106.59,57316.75,56949.04,57180.78,57215.27,57389.08,57861.59,57826.08,58222.9,58132.09,58178.73,58315.37,57627.78,57549.25,57612.68,57804.77
2024-07-13,57905.99,57850.81,57900.38,57959.51,57837.79,57805.19,58091.89,58053.35,58172.91,57974.96,58680.66,58452.18,58547.1,58773.23,58623.38,58793.69,58845.62,58630.56,58711.99,58650.21,58637.48,58608.34,58688.59,59490.8
2024-07-14,59222.48,59790.12,59732.67,59381.03,59465.46,59974.3,60289.42,59892.67,60093.33,60228.22,60217.06,59953.84,60127.89,59610.67,59709.88,60031.01,60110.29,60120.22,60027.02,60048.92,59933.59,60116.97,61303.85,60880.98
2024-07-15,60810.09,61237.23,61426.63,62520.37,62681.19,62630.8,62828.41,62903.9,62877.12,62910.27,62667.26,62556.14,62471.31,62637.79,62931.89,63258.16,63058.52,63467.38,63137.73,63560.5,63429.45,63774.67,63569.59,64384.56
2024-07-16,64760.17,64651.14,64868.18,64831.12,64785.03,64521.86,63649.87,62922.51,62939.82,62839.62,63199.71,63464.3,63776.45,63778.16,63451.64,63852.24,64903.76,64514.16,64563.45,64820.31,65193.31,64684.47,64526.85,64650.82
2024-07-17,65080.1,65538.79,65697.58,65644.38,65733.51,65854.33,65664.02,65600.89,65287.64,65204.78,65344.74,65143.07,64731.1,64743.92,65160.9,65030.56,64747.22,64247.26,64296.91,64517.05,64594.65,64517.08,64316.76,64272.07
2024-07-18,64092.02,64442.76,64666.93,64695.22,64859.54,64571.42,64758.09,65001.4,64690.1,64926.66,64865.77,64618.12,64762.52,64856.9,64603.22,63979.73,63528.86,63902.49,63558.36,63515.95,63535.56,63813.51,63838.59,64017.78
2024-07-19,63976.25,63581.77,63801.06,63816.42,64312.09,64139.66,64156.01,64201.21,63705.67,,,,,,,,,,,,,,,
